order_id,tanggal_pembelian,nama_pelanggan,kota,produk,merek,harga_satuan,jumlah,total_harga,metode_pembayaran,rating,status_pengiriman
ORD00405,2025-06-07,"Sarah Kusumo, M.Ak",Ambon,Galaxy A14,Samsung,15965299,1,,COD,4,Terkirim
ORD00406,2025/07/20,Humaira Samosir,SUBULUSSALAM,Galaxy A14,SAMSUNG,15965299,2,31930598,COD,3,Terkirim
ORD00407,2025/01/30,Ir. Warsa Marbun,Tasikmalaya,Realme 11 Pro,Realme,1743334,2,3486668,E-Wallet,5,Terkirim
ORD00408,2025-03-31,"Dr. Daryani Sitompul, M.Pd",Tanjungpinang,OPPO Reno10,OPPO,16139773,3,48419319,Transfer Bank,3,Terkirim
ORD00409,04-14-2025,Ika Mandasari,Pekalongan,OPPO A57,OPPO,13851031,2,27702062,E-Wallet,3,Terkirim
ORD00410,06-20-2025,Kania Salahudin,palu,iPhone 13,apple,11425080,3,34275240,Transfer Bank,2,Terkirim
ORD00411,2025/01/30,Unjani Januar,cimahi,OPPO A57,oppo,13851031,3,,COD,3,Terkirim
ORD00412,2025-06-20,Olivia Prasasta,batu,Realme C55,realme,6183710,2,,COD,5,Gagal
ORD00413,2025-02-11,"KH. Kamal Yolanda, S.E.I",Bengkulu,Realme 11 Pro,Realme,1743334,3,5230002,Transfer Bank,5,Terkirim
ORD00414,2025/07/21,Eja Halim,BEKASI,iPhone 13,APPLE,11425080,3,34275240,Transfer Bank,3,Terkirim
ORD00415,02-11-2025,"R.M. Upik Hidayanto, S.Kom",Ternate,OPPO Reno10,OPPO,16139773,,32279546,COD,4,Terkirim
ORD00416,2025-07-05,,MEDAN,Vivo Y27,VIVO,13747665,1,13747665,Transfer Bank,4,Terkirim
ORD00417,2025/04/28,Alika Hassanah,BANJAR,Vivo V29,VIVO,8682500,1,8682500,Kartu Kredit,5,Terkirim
ORD00418,2025-05-26,"H. Lasmono Mahendra, S.Sos",Madiun,Realme 11 Pro,Realme,1743334,3,,Kartu Kredit,4,Terkirim
ORD00419,07-18-2025,Tgk. Zulfa Nasyidah,Payakumbuh,Vivo Y27,Vivo,13747665,1,13747665,Kartu Kredit,3,Terkirim
ORD00420,2025-06-27,"dr. Adinata Mansur, M.Farm",singkawang,iPhone 14 Pro,apple,9443827,1,9443827,E-Wallet,4,Terkirim
ORD00421,2025-06-13,Najib Suryono,BITUNG,Vivo V29,VIVO,8682500,2,17365000,Transfer Bank,4,Terkirim
ORD00422,06-05-2025,"Betania Hidayanto, S.Kom",Tidore Kepulauan,Poco X5,Xiaomi,99999999,2,18527746,COD,1,Terkirim
,2025-02-12,Janet Simbolon,BAU-BAU,Galaxy A14,SAMSUNG,15965299,2,31930598,COD,4,Terkirim
ORD00424,2025-02-27,"Sidiq Tampubolon, M.M.",DENPASAR,Vivo Y27,VIVO,13747665,2,27495330,COD,3,Terkirim
ORD00425,04-24-2025,R.A. Melinda Oktaviani,Bontang,Galaxy S23,Samsung,5131304,3,15393912,Transfer Bank,5,Terkirim
ORD00426,2025-04-30,Lidya Kurniawan,tangerang,Redmi Note 12,xiaomi,15542345,1,15542345,Transfer Bank,,Gagal
ORD00427,2025-03-14,Maryadi Agustina,JAYAPURA,OPPO A57,OPPO,13851031,,13851031,Transfer Bank,4,Gagal
ORD00428,2025/07/04,Kamal Salahudin,GORONTALO,iPhone 13,APPLE,11425080,1,11425080,E-Wallet,4,Terkirim
ORD00429,07-10-2025,Zahra Saragih,CILEGON,Galaxy S23,SAMSUNG,5131304,2,10262608,Transfer Bank,4,Dalam Pengiriman
ORD00430,2025-06-05,Ami Nashiruddin,tasikmalaya,Redmi Note 12,xiaomi,15542345,2,31084690,Kartu Kredit,2,Dalam Pengiriman
ORD00431,2025-04-21,Lala Maulana,BITUNG,Galaxy A14,SAMSUNG,15965299,1,15965299,Transfer Bank,4,Terkirim
ORD00432,2025-06-20,Dr. Devi Maulana,Salatiga,iPhone 14 Pro,,9443827,2,18887654,COD,4,Terkirim
ORD00433,2025-05-17,"Balidin Maulana, S.Farm",JAMBI,Galaxy S23,,5131304,2,10262608,Transfer Bank,4,Terkirim
ORD00434,2025-02-22,"R.A. Samiah Lestari, S.Sos",LUBUKLINGGAU,Realme C55,REALME,6183710,1,6183710,COD,4,Terkirim
ORD00435,2025/04/23,"dr. Padmi Halimah, S.Gz",Tidore Kepulauan,iPhone 14 Pro,Apple,9443827,1,9443827,Transfer Bank,4,Gagal
ORD00436,02-27-2025,Bancar Hakim,malang,OPPO A57,oppo,13851031,,13851031,Transfer Bank,5,Terkirim
ORD00437,2025-04-12,Karsana Prasetyo,Surabaya,iPhone 13,Apple,,2,22850160,COD,3,Terkirim
ORD00438,2025/06/13,"Dt. Jaeman Namaga, S.E.I",Bogor,OPPO A57,OPPO,13851031,3,41553093,Transfer Bank,,Gagal
ORD00439,2025-04-17,"R. Karen Hutapea, M.TI.",tebingtinggi,Poco X5,xiaomi,9263873,3,27791619,Kartu Kredit,4,Terkirim
ORD00440,2025-07-23,Baktianto Hidayanto,SABANG,Vivo Y27,VIVO,13747665,2,27495330,Kartu Kredit,2,Terkirim
ORD00441,2025-04-16,Agnes Usamah,Lubuklinggau,Galaxy A14,Samsung,15965299,1,15965299,,2,Gagal
ORD00442,2025/03/31,"Cut Keisha Maheswara, S.Ked",Madiun,Vivo V29,Vivo,8682500,2,17365000,E-Wallet,3,Terkirim
ORD00443,2025/05/26,"Widya Rajasa, S.H.",Depok,,Samsung,15965299,2,31930598,Transfer Bank,5,Terkirim
ORD00444,06-26-2025,Bakijan Siregar,Sibolga,OPPO A57,OPPO,13851031,2,27702062,Kartu Kredit,4,Terkirim
ORD00445,2025-03-25,Drs. Gawati Permadi,Tanjungbalai,iPhone 14 Pro,Apple,9443827,3,28331481,E-Wallet,5,Terkirim
ORD00446,2025-02-15,"Sutan Jumari Pranowo, M.M.",Bukittinggi,,Apple,11425080,3,34275240,COD,4,Terkirim
ORD00447,2025-06-26,"Diana Wijayanti, S.Farm",Kediri,Galaxy S23,Samsung,5131304,2,10262608,E-Wallet,4,Terkirim
ORD00448,2025-02-16,"Ghaliyati Santoso, S.I.Kom",bengkulu,OPPO Reno10,oppo,16139773,3,48419319,Kartu Kredit,2,Dalam Pengiriman
ORD00449,2025/05/25,"T. Jarwi Uyainah, M.Kom.",Bandung,iPhone 14 Pro,Apple,9443827,3,28331481,COD,3,Terkirim
ORD00450,2025-02-27,Heru Saptono,Ambon,OPPO A57,OPPO,13851031,2,27702062,E-Wallet,4,Gagal
ORD00451,2025/06/24,drg. Siti Permadi,Salatiga,OPPO Reno10,OPPO,16139773,2,32279546,Transfer Bank,2,Terkirim
ORD00452,2025-05-28,Juli Hariyah,PALANGKARAYA,Poco X5,XIAOMI,9263873,2,18527746,Transfer Bank,,Gagal
ORD00453,,Adika Mansur,Parepare,Poco X5,Xiaomi,9263873,1,9263873,Kartu Kredit,4,Terkirim
ORD00454,04-06-2025,"Dariati Mayasari, S.Psi",,Galaxy A14,SAMSUNG,500000000,3,47895897,COD,4,Dalam Pengiriman
ORD00455,2025-07-03,Oskar Andriani,Bau-Bau,OPPO A57,OPPO,13851031,1,,COD,5,Dalam Pengiriman
ORD00456,2025-07-14,Sakti Najmudin,Kendari,OPPO Reno10,OPPO,16139773,,32279546,E-Wallet,5,Terkirim
ORD00457,2025-02-26,Patricia Fujiati,Sukabumi,OPPO A57,OPPO,13851031,3,41553093,Transfer Bank,4,Terkirim
ORD00458,2025-07-08,Asmianto Hutagalung,Magelang,OPPO A57,OPPO,500000000,2,27702062,E-Wallet,,Terkirim
ORD00459,2025/02/20,Aditya Nuraini,salatiga,Realme C55,realme,6183710,3,18551130,COD,4,Terkirim
ORD00460,2025-06-18,"R.A. Humaira Sihotang, S.Psi",Pagaralam,OPPO Reno10,OPPO,16139773,1,16139773,Transfer Bank,5,
ORD00461,06-02-2025,Daruna Maryati,Batam,iPhone 14 Pro,Apple,9443827,2,,Transfer Bank,2,Terkirim
ORD00462,2025-05-30,Nabila Haryanto,MAKASSAR,Redmi Note 12,XIAOMI,15542345,3,46627035,Kartu Kredit,,Terkirim
ORD00463,07-06-2025,"Drs. Maman Prakasa, S.Psi",PADANGPANJANG,Galaxy S23,SAMSUNG,5131304,3,15393912,E-Wallet,5,Terkirim
ORD00464,2025-01-28,Iriana Nugroho,Pematangsiantar,,Apple,9443827,1,9443827,Kartu Kredit,3,Gagal
ORD00465,05-23-2025,"Yessi Mandasari, S.Kom",BLITAR,Galaxy A14,SAMSUNG,15965299,2,31930598,COD,4,Terkirim
ORD00466,2025/02/07,"KH. Tasdik Setiawan, S.IP",Surakarta,,Vivo,8682500,1,8682500,Transfer Bank,4,Gagal
,2025/03/30,Bakijan Sirait,Lhokseumawe,OPPO A57,OPPO,13851031,2,27702062,Transfer Bank,3,Terkirim
ORD00468,2025-04-09,Kamila Mandala,langsa,Vivo Y27,vivo,13747665,2,27495330,Transfer Bank,3,Terkirim
ORD00469,,KH. Emin Halim,Sawahlunto,OPPO Reno10,OPPO,16139773,3,48419319,E-Wallet,3,Terkirim
ORD00470,2025-05-31,"Tgk. Puspa Hutagalung, S.Pt",Tebingtinggi,iPhone 13,Apple,11425080,,11425080,COD,1,Terkirim
ORD00471,2025/07/24,Oman Marbun,Meulaboh,iPhone 13,Apple,11425080,2,22850160,Kartu Kredit,1,Dalam Pengiriman
ORD00472,2025-05-11,"Ajeng Irawan, S.Gz",MADIUN,Vivo Y27,VIVO,13747665,3,41242995,E-Wallet,5,Terkirim
ORD00473,2025-01-31,"Samsul Astuti, S.Farm",Banjarbaru,OPPO A57,OPPO,13851031,1,13851031,Kartu Kredit,3,Terkirim
ORD00474,2025-07-18,"R. Elma Mansur, M.Pd",Banda Aceh,Vivo Y27,Vivo,13747665,,41242995,Transfer Bank,4,Terkirim
ORD00475,2025-03-17,Elvina Halimah,Tasikmalaya,Realme 11 Pro,Realme,1743334,1,1743334,Kartu Kredit,3,Terkirim
ORD00476,2025-06-11,Gasti Wibowo,Parepare,OPPO A57,OPPO,13851031,1,13851031,Kartu Kredit,5,Terkirim
ORD00477,2025/03/03,Nasim Budiman,Pangkalpinang,Realme C55,Realme,6183710,2,12367420,Transfer Bank,3,Terkirim
ORD00478,2025-04-26,Kasim Safitri,singkawang,Realme 11 Pro,realme,1743334,2,3486668,COD,4,Terkirim
,2025/07/19,Vinsen Halimah,sibolga,OPPO Reno10,oppo,16139773,1,16139773,Transfer Bank,5,Dalam Pengiriman
ORD00480,2025-04-23,Maman Prasasta,PADANG SIDEMPUAN,Vivo Y27,VIVO,,2,27495330,Transfer Bank,5,Terkirim
,2025-06-15,Tgk. Karman Narpati,Langsa,Poco X5,Xiaomi,9263873,1,9263873,Kartu Kredit,3,Terkirim
ORD00482,2025-03-05,R.M. Soleh Maheswara,BITUNG,OPPO Reno10,OPPO,16139773,1,16139773,Kartu Kredit,5,Terkirim
ORD00483,2025/02/03,"Janet Ardianto, S.Farm",DUMAI,Galaxy S23,SAMSUNG,5131304,1,5131304,Transfer Bank,4,Terkirim
ORD00484,2025-04-04,Rina Megantara,Serang,Galaxy S23,Samsung,5131304,3,15393912,E-Wallet,4,Terkirim
ORD00485,02-15-2025,"drg. Yosef Susanti, S.Gz",Cirebon,Realme C55,Realme,6183710,1,6183710,COD,2,Terkirim
ORD00486,2025-04-17,Jindra Samosir,medan,Poco X5,xiaomi,9263873,2,18527746,Transfer Bank,2,Terkirim
ORD00487,2025-07-08,R.A. Tira Mustofa,MEULABOH,Poco X5,XIAOMI,1,1,9263873,E-Wallet,4,Terkirim
ORD00488,06-29-2025,H. Saadat Puspita,Tanjungbalai,,Apple,99999999,1,9443827,E-Wallet,4,Terkirim
ORD00489,2025-05-14,Ratih Marpaung,Bogor,Galaxy S23,Samsung,5131304,3,15393912,COD,4,Terkirim
ORD00490,2025-07-25,"Dt. Raden Hastuti, S.H.",Pekanbaru,Galaxy A14,Samsung,15965299,1,15965299,COD,,Dalam Pengiriman
ORD00491,2025/05/10,Bala Narpati,BANDA ACEH,OPPO Reno10,OPPO,16139773,1,16139773,E-Wallet,5,Terkirim
ORD00492,2025/07/15,Pia Wijayanti,Salatiga,Realme 11 Pro,Realme,1743334,1,1743334,Transfer Bank,3,Terkirim
ORD00493,2025/03/30,Elma Prakasa,Blitar,Galaxy S23,Samsung,5131304,1,5131304,E-Wallet,4,Terkirim
ORD00494,2025/03/24,,KOTA ADMINISTRASI JAKARTA BARAT,Redmi Note 12,XIAOMI,15542345,2,31084690,COD,2,Terkirim
ORD00495,2025/04/30,Carub Prabowo,JAMBI,Realme C55,REALME,6183710,1,6183710,Kartu Kredit,5,Terkirim
ORD00496,2025/05/08,Dinda Namaga,Dumai,Vivo V29,Vivo,8682500,1,8682500,COD,4,Terkirim
ORD00497,03-04-2025,"Asman Mayasari, S.Farm",Tidore Kepulauan,Realme C55,Realme,6183710,3,18551130,E-Wallet,5,Terkirim
ORD00498,2025-03-14,Koko Maheswara,LANGSA,OPPO A57,OPPO,13851031,1,13851031,COD,2,Terkirim
ORD00499,05-16-2025,Respati Saragih,Bukittinggi,iPhone 14 Pro,Apple,9443827,1,9443827,Transfer Bank,2,Terkirim
ORD00500,2025-02-21,Titin Purnawati,Padangpanjang,Galaxy S23,Samsung,5131304,3,15393912,E-Wallet,3,Terkirim
ORD00501,2025/06/03,Tgk. Adiarja Safitri,SOLOK,Vivo V29,VIVO,8682500,1,8682500,E-Wallet,3,Terkirim
ORD00502,2025-03-10,"Hj. Irma Prabowo, M.Pd",Sorong,Realme C55,Realme,6183710,2,12367420,E-Wallet,3,Terkirim
ORD00503,2025/04/11,"Dt. Darmanto Waskita, M.Farm",Kupang,iPhone 14 Pro,,9443827,1,9443827,E-Wallet,5,Terkirim
ORD00504,2025-05-10,Cakrawangsa Laksmiwati,bitung,Redmi Note 12,xiaomi,,3,46627035,COD,3,Gagal
ORD00505,2025-06-08,"Puti Elvina Prastuti, S.Pt",Purwokerto,Poco X5,Xiaomi,9263873,2,18527746,COD,3,Terkirim
ORD00506,2025-06-30,Prayitna Suwarno,Semarang,iPhone 13,Apple,11425080,1,,COD,5,Terkirim
ORD00507,2025/02/28,Lulut Mandasari,jayapura,Redmi Note 12,xiaomi,500000000,2,31084690,Kartu Kredit,4,Terkirim
ORD00508,2025-06-14,Syahrini Sudiati,Palu,OPPO A57,OPPO,13851031,3,41553093,Transfer Bank,5,Terkirim
ORD00509,2025-06-15,"Genta Saefullah, M.Ak",Parepare,Vivo Y27,Vivo,13747665,1,13747665,COD,2,Terkirim
ORD00510,2025/04/21,Sutan Legawa Mulyani,Padang,iPhone 14 Pro,Apple,500000000,3,28331481,Kartu Kredit,4,Terkirim
ORD00511,2025-02-20,Elon Firgantoro,Semarang,Poco X5,,9263873,1,9263873,E-Wallet,1,Terkirim
ORD00512,2025-05-10,R. Elvina Palastri,,Realme 11 Pro,Realme,1743334,3,5230002,E-Wallet,2,Dalam Pengiriman
ORD00513,06-27-2025,,Sorong,Vivo V29,Vivo,8682500,2,17365000,E-Wallet,5,Terkirim
ORD00514,2025-04-15,"T. Nugraha Mustofa, S.IP",palangkaraya,iPhone 13,apple,11425080,1,11425080,COD,2,Terkirim
ORD00515,2025/01/31,Emin Maryati,bontang,Galaxy A14,samsung,1,2,31930598,Transfer Bank,4,Terkirim
ORD00516,2025/03/12,Endah Permata,Bitung,iPhone 14 Pro,Apple,9443827,3,28331481,Transfer Bank,4,Terkirim
ORD00517,02-20-2025,R. Adhiarja Latupono,Pontianak,iPhone 14 Pro,,9443827,2,18887654,E-Wallet,3,Gagal
ORD00518,2025-02-21,Tirtayasa Rahmawati,Sungai Penuh,Poco X5,Xiaomi,9263873,3,27791619,COD,5,Terkirim
ORD00519,2025/05/20,Hadi Ardianto,Cimahi,Galaxy A14,Samsung,15965299,2,31930598,Transfer Bank,1,Terkirim
ORD00520,2025-05-17,Irma Permadi,Subulussalam,Vivo Y27,Vivo,13747665,1,13747665,Transfer Bank,4,Terkirim
ORD00521,05-31-2025,Padmi Pradipta,Mojokerto,OPPO A57,OPPO,13851031,3,41553093,Kartu Kredit,5,Terkirim
ORD00522,04-29-2025,"Tgk. Jasmin Samosir, S.Pd",Solok,,Samsung,15965299,1,15965299,Transfer Bank,4,Terkirim
ORD00523,2025-03-24,Faizah Rahmawati,MOJOKERTO,Redmi Note 12,XIAOMI,15542345,3,46627035,Transfer Bank,5,Terkirim
ORD00524,2025-02-04,"Daniswara Waskita, S.Ked",Palembang,,Apple,9443827,1,9443827,Transfer Bank,2,Terkirim
ORD00525,2025-07-22,"Bagiya Simanjuntak, S.Pd",Sawahlunto,Redmi Note 12,Xiaomi,15542345,1,15542345,,4,Terkirim
ORD00526,05-27-2025,Michelle Winarsih,Tidore Kepulauan,Realme C55,Realme,6183710,3,18551130,E-Wallet,3,Terkirim
ORD00527,2025-07-20,Cut Ayu Nuraini,PADANG SIDEMPUAN,iPhone 14 Pro,APPLE,9443827,2,18887654,COD,4,Terkirim
ORD00528,07-05-2025,Cakrawala Budiman,subulussalam,Poco X5,xiaomi,9263873,3,27791619,Transfer Bank,5,Terkirim
ORD00529,2025-07-13,Paulin Suartini,MEDAN,Vivo V29,VIVO,8682500,2,17365000,Kartu Kredit,3,Terkirim
ORD00530,2025-03-08,"Dr. Digdaya Prastuti, S.E.I",bitung,iPhone 13,apple,,1,11425080,E-Wallet,4,Terkirim
ORD00531,2025-03-09,"Hesti Saptono, S.Psi",Banjar,Realme C55,Realme,6183710,3,18551130,COD,3,Terkirim
ORD00532,03-31-2025,"Wani Farida, S.Pt",Lubuklinggau,OPPO A57,OPPO,13851031,1,13851031,Kartu Kredit,4,Terkirim
ORD00533,2025-05-26,Dagel Handayani,SAWAHLUNTO,Vivo V29,VIVO,8682500,1,8682500,Kartu Kredit,,Terkirim
ORD00534,2025/03/22,Widya Handayani,Kota Administrasi Jakarta Utara,iPhone 13,Apple,11425080,2,22850160,Transfer Bank,5,Terkirim
ORD00535,2025/03/10,Padmi Prabowo,gorontalo,Redmi Note 12,xiaomi,15542345,1,15542345,Kartu Kredit,4,Gagal
ORD00536,06-26-2025,Ana Mahendra,bukittinggi,Realme 11 Pro,realme,1743334,1,1743334,E-Wallet,3,Terkirim
ORD00537,04-11-2025,,Salatiga,OPPO A57,OPPO,13851031,3,41553093,Transfer Bank,2,Terkirim
ORD00538,05-30-2025,Yance Novitasari,Bukittinggi,OPPO A57,OPPO,13851031,3,41553093,COD,3,Terkirim
ORD00539,03-24-2025,"Pardi Ramadan, S.Gz",kota administrasi jakarta selatan,iPhone 13,apple,11425080,2,22850160,E-Wallet,3,Terkirim
ORD00540,2025-05-07,Dagel Sirait,Malang,Realme 11 Pro,Realme,1743334,3,5230002,Kartu Kredit,3,Terkirim
ORD00541,2025-02-20,R.M. Radit Ramadan,Padangpanjang,Vivo V29,Vivo,8682500,2,17365000,E-Wallet,5,Terkirim
ORD00542,2025-07-11,Caraka Halimah,Binjai,OPPO A57,OPPO,13851031,1,13851031,Transfer Bank,4,Dalam Pengiriman
ORD00543,2025-03-11,"Tgk. Rahayu Rahimah, M.Farm",bandung,Realme 11 Pro,realme,1743334,1,1743334,COD,4,Terkirim
ORD00544,2025/04/23,Darijan Zulaika,BANDAR LAMPUNG,Realme C55,REALME,6183710,3,18551130,Transfer Bank,2,Terkirim
ORD00545,2025-06-27,"Banawa Utami, S.T.",tangerang,Redmi Note 12,xiaomi,15542345,3,46627035,Transfer Bank,5,Terkirim
ORD00546,2025/02/03,Gara Situmorang,Sibolga,Redmi Note 12,Xiaomi,15542345,2,31084690,COD,4,Terkirim
ORD00547,2025/06/02,Opung Saefullah,Mataram,,Samsung,15965299,2,31930598,COD,2,Terkirim
ORD00548,04-02-2025,"Jessica Susanti, S.E.I",yogyakarta,Realme 11 Pro,realme,1743334,2,3486668,COD,4,Terkirim
ORD00549,2025/04/08,Jelita Agustina,parepare,Realme 11 Pro,realme,1743334,2,3486668,Transfer Bank,4,Terkirim
ORD00550,2025-03-19,"Jelita Haryanto, M.Kom.",banjarmasin,Realme 11 Pro,realme,1743334,1,1743334,Transfer Bank,2,Terkirim
ORD00551,2025-06-23,Tgk. Novi Widodo,Kota Administrasi Jakarta Utara,Galaxy S23,Samsung,5131304,2,10262608,E-Wallet,4,Terkirim
ORD00552,2025-03-18,"Ir. Makara Damanik, S.Kom",parepare,OPPO A57,oppo,500000000,1,13851031,,4,Dalam Pengiriman
ORD00553,2025-03-25,"Mustofa Widiastuti, S.IP",blitar,Galaxy S23,samsung,5131304,1,5131304,Transfer Bank,3,Terkirim
ORD00554,03-23-2025,,Pematangsiantar,iPhone 14 Pro,Apple,9443827,2,18887654,Transfer Bank,5,Terkirim
ORD00555,2025-02-10,"dr. Titin Marbun, S.T.",MADIUN,Redmi Note 12,XIAOMI,15542345,3,46627035,E-Wallet,5,Terkirim
ORD00556,2025-03-22,"H. Kariman Sitompul, S.Farm",Gorontalo,Redmi Note 12,Xiaomi,15542345,1,15542345,E-Wallet,4,Gagal
ORD00557,2025-02-18,Radika Sitompul,Bandar Lampung,OPPO Reno10,OPPO,16139773,3,48419319,COD,4,Terkirim
ORD00558,2025-01-28,"Drs. Chelsea Adriansyah, S.IP",Lhokseumawe,Redmi Note 12,Xiaomi,15542345,2,31084690,E-Wallet,4,Terkirim
ORD00559,07-01-2025,Irma Melani,samarinda,Realme C55,,99999999,2,12367420,E-Wallet,4,Terkirim
ORD00560,2025-02-26,Ir. Oskar Anggraini,Palembang,Galaxy A14,Samsung,15965299,2,31930598,E-Wallet,4,Gagal
ORD00561,2025/06/25,"R.A. Raisa Mandasari, S.Gz",DEPOK,iPhone 13,APPLE,11425080,2,22850160,Transfer Bank,,Terkirim
ORD00562,02-10-2025,Puti Ami Siregar,ternate,iPhone 14 Pro,apple,9443827,2,18887654,Transfer Bank,4,Terkirim
ORD00563,2025-07-01,Oliva Pudjiastuti,Sabang,,Vivo,13747665,2,27495330,E-Wallet,5,Terkirim
,07-06-2025,Raina Mangunsong,Cimahi,Galaxy S23,Samsung,5131304,2,10262608,E-Wallet,4,Terkirim
ORD00565,2025-07-23,Humaira Rajasa,Balikpapan,OPPO Reno10,OPPO,16139773,2,32279546,Transfer Bank,2,Terkirim
ORD00566,2025-06-17,Nasim Purnawati,Palembang,Vivo Y27,Vivo,13747665,1,13747665,COD,5,Terkirim
ORD00567,2025/03/03,Vivi Safitri,lubuklinggau,iPhone 13,apple,11425080,2,22850160,Kartu Kredit,3,Terkirim
ORD00568,,"Raden Fujiati, M.Ak",sorong,OPPO A57,oppo,13851031,2,27702062,Transfer Bank,3,Terkirim
ORD00569,2025/06/11,Dr. Endah Purnawati,Singkawang,OPPO A57,OPPO,500000000,2,27702062,E-Wallet,3,Terkirim
ORD00570,,Maimunah Yuniar,Bengkulu,Redmi Note 12,Xiaomi,500000000,2,31084690,COD,3,Terkirim
ORD00571,2025-05-24,Sutan Rafi Anggraini,SIBOLGA,Galaxy A14,SAMSUNG,15965299,,15965299,Transfer Bank,5,Gagal
ORD00572,2025/04/15,"Ir. Winda Pudjiastuti, M.Ak",SABANG,Poco X5,XIAOMI,9263873,3,27791619,E-Wallet,4,Terkirim
ORD00573,03-07-2025,"Bakijan Siregar, S.Kom",Kota Administrasi Jakarta Utara,Vivo V29,Vivo,8682500,3,26047500,Kartu Kredit,3,Gagal
ORD00574,2025-04-27,"drg. Karna Laksmiwati, S.Ked",banjar,iPhone 14 Pro,apple,9443827,2,18887654,Transfer Bank,5,Terkirim
ORD00575,05-18-2025,Kamidin Yolanda,Blitar,Realme 11 Pro,Realme,1743334,1,1743334,Transfer Bank,5,Gagal
ORD00576,03-28-2025,T. Garan Situmorang,madiun,,oppo,13851031,2,27702062,Transfer Bank,5,Terkirim
ORD00577,2025/02/19,"drg. Usyi Sitorus, S.Gz",salatiga,Vivo Y27,vivo,13747665,1,13747665,Transfer Bank,3,Terkirim
ORD00578,04-04-2025,Pia Usada,Pariaman,Realme 11 Pro,Realme,1743334,1,1743334,Transfer Bank,4,Terkirim
ORD00579,2025-03-18,Lidya Namaga,PROBOLINGGO,Realme C55,REALME,6183710,2,12367420,Transfer Bank,5,Terkirim
ORD00580,2025/05/22,Ir. Rafi Pangestu,Salatiga,Vivo Y27,Vivo,500000000,1,13747665,COD,5,Terkirim
ORD00581,2025/04/27,Vera Sudiati,Makassar,Galaxy A14,Samsung,15965299,1,15965299,Transfer Bank,1,Dalam Pengiriman
ORD00582,,Bakianto Rajata,Malang,Realme C55,Realme,6183710,1,6183710,Kartu Kredit,2,Terkirim
ORD00583,2025-07-11,Nilam Lailasari,PAGARALAM,Realme C55,REALME,6183710,2,12367420,E-Wallet,4,Terkirim
ORD00584,2025/04/16,Juli Winarno,dumai,iPhone 14 Pro,apple,9443827,1,9443827,Kartu Kredit,5,Terkirim
ORD00585,04-11-2025,Cut Puspa Rajasa,padang,OPPO Reno10,oppo,16139773,3,48419319,COD,4,Terkirim
ORD00586,2025-07-18,"dr. Kawaca Tampubolon, S.E.I",SALATIGA,Redmi Note 12,XIAOMI,15542345,3,46627035,Transfer Bank,4,
ORD00587,,Muhammad Napitupulu,Palangkaraya,Realme 11 Pro,Realme,1743334,2,3486668,Transfer Bank,2,Gagal
ORD00588,04-09-2025,Hana Hutagalung,Semarang,Realme 11 Pro,Realme,1743334,1,1743334,E-Wallet,4,Terkirim
ORD00589,2025-04-20,Hardana Purnawati,PAREPARE,,APPLE,9443827,3,28331481,Transfer Bank,5,Terkirim
,03-09-2025,Hartaka Purwanti,lhokseumawe,Realme 11 Pro,realme,1743334,2,3486668,COD,3,Terkirim
ORD00591,2025-01-29,Restu Maheswara,PRABUMULIH,Galaxy S23,SAMSUNG,500000000,2,10262608,E-Wallet,5,Dalam Pengiriman
ORD00592,2025-05-06,"dr. Galur Mangunsong, M.TI.",bitung,Poco X5,xiaomi,9263873,3,27791619,E-Wallet,5,Terkirim
ORD00593,05-29-2025,"Gamblang Kuswoyo, S.Farm",Kupang,Realme C55,Realme,,3,18551130,E-Wallet,3,Terkirim
ORD00594,2025-04-27,"Alambana Firgantoro, S.I.Kom",Lubuklinggau,Realme C55,Realme,6183710,1,6183710,Transfer Bank,4,Terkirim
ORD00595,2025-04-08,Raina Maryadi,Kendari,Realme C55,Realme,6183710,2,12367420,COD,3,Terkirim
ORD00596,2025/04/15,Karta Padmasari,Batu,OPPO Reno10,OPPO,16139773,3,48419319,Transfer Bank,5,Terkirim
ORD00597,06-01-2025,Prayoga Hutagalung,TASIKMALAYA,Galaxy A14,SAMSUNG,15965299,1,15965299,Kartu Kredit,4,Terkirim
ORD00598,04-19-2025,Drs. Widya Mardhiyah,MOJOKERTO,OPPO A57,OPPO,500000000,3,41553093,Transfer Bank,4,Dalam Pengiriman
ORD00599,2025/05/08,Emil Budiman,bengkulu,OPPO Reno10,oppo,16139773,3,48419319,E-Wallet,5,Terkirim
ORD00600,2025-06-03,Ira Wijaya,palangkaraya,Realme 11 Pro,realme,1743334,2,3486668,Kartu Kredit,3,Terkirim
ORD00601,2025-05-19,Adikara Mardhiyah,Tangerang,Poco X5,Xiaomi,9263873,1,9263873,E-Wallet,5,Terkirim
ORD00602,2025-01-24,Ganda Sihombing,KOTA ADMINISTRASI JAKARTA UTARA,,XIAOMI,9263873,2,18527746,COD,4,Terkirim
ORD00603,01-31-2025,Eka Habibi,Tanjungbalai,Vivo Y27,Vivo,13747665,1,13747665,COD,,Terkirim
ORD00604,2025/07/13,Ir. Violet Widodo,Bekasi,OPPO Reno10,OPPO,16139773,3,48419319,E-Wallet,4,Terkirim
ORD00605,2025-05-02,Elon Halim,Kupang,OPPO Reno10,OPPO,16139773,2,32279546,Kartu Kredit,5,Terkirim
